tweet_text_clean,topic
rt want count number times spread fake news,not_related_or_irrelevant
acosta continue spread chinese communist party line enemy freedom lovi,not_related_or_irrelevant
4 major meat processing plants closed nothing republican governors 5 states one plant,not_related_or_irrelevant
attention seniors senior exit survey available blackboard please fill asap spread wor,not_related_or_irrelevant
one seniors friend tested positive covid19 check whether flight,affected_people
florida man arrested suspicion committing 2nddegree murder one day released ja,not_related_or_irrelevant
spread positivity delete negativity kemon ayyed,not_related_or_irrelevant
shey tall fat spread noooo mo kuru ki bi igo himalt,not_related_or_irrelevant
california medical researchers suggesting 49ers super bowl loss chiefs may prevented spread coro,other_useful_information
stimulus check hit want let yall knowsome florida nigga going cash 20s sprea,not_related_or_irrelevant
please retweet every try sound alarm one times special election,not_related_or_irrelevant
think common affliction spread much faster coronavirus,not_related_or_irrelevant
2 people keep asking virus hasnt spread widely among huge homeless populations encampments like lo,not_related_or_irrelevant
cough chamber shows six feet social distancing may enough prevent covid19 spread,prevention
spread love always,not_related_or_irrelevant
cara sebut archive arkaiv bukan arciv spread,not_related_or_irrelevant
uscirf condemns continued scapegoating attacks muslims india due false rumors spread coronavirus,other_useful_information
spread good word whats happening community submit stories,not_related_or_irrelevant
mitch care kentucky hes repeatedly tried destroy programs work stop spread infectious,not_related_or_irrelevant
sars mers deadly easily spread swine flu easily spread deadly ebola sever,disease_transmission
great initiative spread,not_related_or_irrelevant
huge announcement happening tonight stream hope see lot people im super excited,not_related_or_irrelevant
always special us packed guitars dont spread infection stay safe wash,not_related_or_irrelevant
needs spread throughout us,not_related_or_irrelevant
except imagine firefighters helped fire spread covered help afghanistan save face,not_related_or_irrelevant
antiamerican globalist media assets calling hydroxychloroquine false hope means real hope,other_useful_information
food giveaway well friend sent money feels might need want spread,not_related_or_irrelevant
breaking able dodge medias daily softballs trudeau let slip given millio,not_related_or_irrelevant
man need spread financial literacy black community,not_related_or_irrelevant
trump administration trying keep secret youve lost job covid19 may abl,not_related_or_irrelevant
rather merely treating sickest patients drugs theres already significant empirical evidence th,treatment
greater noida man coughs playing ludo friends one friend shoots argument spreading coronavirus,not_related_or_irrelevant
show truth hundreds people walking around masks distancing wonder,prevention
organization demanding countries impose zero border controls also campaigning profiling,other_useful_information
new music expose dropping saturday 18 april 2020 pls rt spread awareness,not_related_or_irrelevant
lol geez monster im seeing amount misinformation spread like ferti,not_related_or_irrelevant
turns youre playing hide seek crawl super king size double duvet cover lay still spread like,not_related_or_irrelevant
bad news spread faster good news days sigh,not_related_or_irrelevant
looking like trump goons looking virus spread stop,not_related_or_irrelevant
im joining good friend seanpenn spread word response efforts terrible p,not_related_or_irrelevant
ok famwe new shoutout teami bit issue thoi think im bit shadow banned want help,not_related_or_irrelevant
initially infections health may originated community spread lot,other_useful_information
raising 10000 fund households family members risking lives work due financial insecuri,other_useful_information
inmate released florida jail effort slow spread coronavirus back behind bars accused,not_related_or_irrelevant
thanks 5 words spread kindness love dance often counts 5 right nomina,not_related_or_irrelevant
white people need remember sick eventually get sick virus continue,not_related_or_irrelevant
new documentary alert watch spread remove really dark feint heart definitely,not_related_or_irrelevant
great place stay beautiful shropshire please follow us help spread word visitshropshire oswestry shr,not_related_or_irrelevant
police spain handing face masks train stations help prevent spread coronavirus,prevention
maybe would slow spread follow additional deaths fault,other_useful_information
mr putin spread misinformation issues personal health decade agents repe,other_useful_information
breaking covid19 update south dakota 415 1168 known cases 180 biggest daily surge yet 51 ever hospitalized,affected_people
stay jail 319 joseph williams released jail hillsborough county curb spread coronavirus,not_related_or_irrelevant
californias gradual reopening depend series public health benchmarks preparedness schools busine,prevention
ncdc 9 new covid19 cases discovered libyas national center disease control ncdc announced nine new covid19 case,affected_people
covid19 spread like forest fire turkish jails ahmet altan ahval news,not_related_or_irrelevant
well dont bleed open wounds dr,not_related_or_irrelevant
wearing mask help slow spread covid19 tips university vermont health n,prevention
department transport kzn taken initiative helping minibus taxi industry curb spread coronavi,prevention
new video please share suzy lu claimed insiders google youtube youtube contacted direct,not_related_or_irrelevant
hello new loops account dedicated precious maknae oh sehun please follow rt spread word,not_related_or_irrelevant
got scammed bought eon code didnt gave code blocked proofs,not_related_or_irrelevant
joota whole insaffiyans spread corruption __,not_related_or_irrelevant
benda kena lah share betoi dak please spread positivity,not_related_or_irrelevant
markaz event singularly responsible spread disease india else travelers got quarantin,other_useful_information
hey guys dont many followers hope anyone reads help spread words helping,not_related_or_irrelevant
protests spread faster covid 19 started raleigh spread lansing soon,not_related_or_irrelevant
spread love give love love,not_related_or_irrelevant
spread word help secure cultural gems future,not_related_or_irrelevant
4 opening misinformation clips fox news used 1 cnn 1 abc 1 fox 1 cbs clip,other_useful_information
great financial situations dealing difficult quarantine situations exacerbatin,not_related_or_irrelevant
spread wings flynomeasuremusic luckytatt lyricalminded hot97 classicstormradio hiphop hiphophead,not_related_or_irrelevant
using right peaceably protest manner spread virus may endanger life lives,not_related_or_irrelevant
corona pretty wild good take precautions n95 kn95 masks available ship anywhere,prevention
quite disturbing realise donald trump looked substantially less deranged advertising fried chick,not_related_or_irrelevant
halting funding world health organization world health crisis dangerous sounds work,other_useful_information
well gangs india thook gang wants spread co,not_related_or_irrelevant
social darwinism infected person spread couple people th,disease_transmission
friends mi spread word event appreciate,not_related_or_irrelevant
making president scapegoat virus came china misinformation spread,not_related_or_irrelevant
take trumps issue 1 initially promoted idea covid19 humantohuman transmissible de,not_related_or_irrelevant
let police lock homes whoever refuse quarantine whoever deliberately spitting beating doct,not_related_or_irrelevant
solidarity rule game defeat covid19 directorgeneral responds pres trumps announcement would hal,other_useful_information
4 million annual er visits dental origin covid dentists keeping er hospital,not_related_or_irrelevant
ongoing covid19 outbreak businesses adapt operations response temporary soci,not_related_or_irrelevant
rt spread word,not_related_or_irrelevant
shallies fucking pathetic mass reporting accounts dedicated make people happy spread love youre getting,not_related_or_irrelevant
really quite sick uneducated men overstepping recommendations experts dedicated lives unders,not_related_or_irrelevant
complete idiot loves spread trump lies 19 covid19 year 2019,not_related_or_irrelevant
tax day july 15th rt spread word,not_related_or_irrelevant
federal government considering introducing legislation make offence knowingly spread misinformation,other_useful_information
dont anything better life accounts want spread love youre mass report,not_related_or_irrelevant
1000th time number deaths reported sweden today 170 occur last 24 hrs 100 yest,deaths_reports
peremptory commentary religious freedom india enough uscirf spreading misguided,not_related_or_irrelevant
video since hes tagged dont think spread around would go searching,not_related_or_irrelevant
modelswhat many critics neglect behavior changes models yield different prediction,not_related_or_irrelevant
top labour official spread conspiracy theory boris johnson coronavirus,other_useful_information
work caused virus ensured would spread,not_related_or_irrelevant
4 time slow spread educational process normies awakening taste life would b,not_related_or_irrelevant
bull know change made b groups bunch friends kind defeats,not_related_or_irrelevant
gives extent vicious people spread fake narrative nothing regardless destroying liv,not_related_or_irrelevant
support prayers patriots michigan expected show droves 15k cars lansing p,not_related_or_irrelevant
covid19fl florida surgeon general removed governor desantis coronavirus briefing saying social distancing nec,other_useful_information
infection spread germany via young people vacationing southern europe nearly peop,disease_transmission
thats probably second third fourth vector family could avoided death people,not_related_or_irrelevant
summer actually slow coronavirus spread,not_related_or_irrelevant
power help keep loved ones community safe preventing spread covid19 visit,prevention
police lima walk disinfectant shower installed outside station help curb spread co,not_related_or_irrelevant
clear shown figure corona virus spread due local transmission rather tr,disease_transmission
frisco isd athletic events facility use suspended least may 1 effort combat sprea,not_related_or_irrelevant
first paige hartley think need believe good situation good af,not_related_or_irrelevant
following presidents address monday evening part fight spread covid19 organisers,not_related_or_irrelevant
misinformation regarding commencement trains april 14 2020 spread using 11 different methods accoun,other_useful_information
disappear disinformation trump spread coronavirus timeline,not_related_or_irrelevant
taaaaaaaanite covid19 bill stopping local transmissions eloquent mercy mwangagi sharp supe,not_related_or_irrelevant
suppose 30k us deaths fake news wh,not_related_or_irrelevant
blame game continues countries responded quickly aggressively combat spr,other_useful_information
understanding bulletin commission open public health institutions,not_related_or_irrelevant
gates doesnt get done exactly opposite gates said gates work slowing spread,not_related_or_irrelevant
people aware flattening curve means prolonging outbreak right didnt make disease less j,other_useful_information
neighbor nearly 6 decades watched darkness evil grip state country,not_related_or_irrelevant
wants keep sending taxpayer money organization helped communist china cover early sp,not_related_or_irrelevant
aarogya setu app virtual firewall around covid19 5 crore people already built around lets,not_related_or_irrelevant
world fights covid19 also fighting epidemic harmful falsehoods lies im announcing new,not_related_or_irrelevant
maybe obviously cant stop spread infection zero even,not_related_or_irrelevant
fight stop spread covid19 part person vitally important fight,not_related_or_irrelevant
dr ccp biggest killing machine human history theyve killed hundreds millions ch,deaths_reports
exclusive part 1 nominate shehnaaz gill international iconic awards 2020 trend iia2020she,not_related_or_irrelevant
mass testing covid19 still scarce densely populated country like philippines figu,not_related_or_irrelevant
wa knows one person came china infected one person visited longterm care cente,disease_transmission
mass movements rise spread without belief god never without belief de,not_related_or_irrelevant
depends current rate spread random testing also help,disease_transmission
countries literally handing masks train stations american thing arrest pe,not_related_or_irrelevant
getting tested covid19 using rapid test aytu joe please give us rt sp,treatment
trump didnt spread lie covid19 could transmitted human human like many ex,disease_transmission
really dont care magats want kill right spread virus,not_related_or_irrelevant
dont understand democrats fight fundamentally corrupt organization props terr,not_related_or_irrelevant
theories chloroquine covid19 spread despite lack hard evidence value preventing treat,prevention
joshuas recommended song tonight u gotta b like audrey mika audrey said song,not_related_or_irrelevant
im 9 followers away target today drop blog post links retweet help spread lo,not_related_or_irrelevant
consequences chinese government role spread covid19 done,not_related_or_irrelevant
trump administration sending ineffective treatment instead effective preventives nothing trumpia,treatment
nyt slash ccp continues xi narrative trump spread virus inaction us,not_related_or_irrelevant
spread covid19 misinformation become rampant vital health professionals address growing chal,other_useful_information
spread lies say words fellow blot society aa video lo undhi okat,not_related_or_irrelevant
didnt anyone tell arent wearing mask correctly spread pin,not_related_or_irrelevant
1 nothing president trump today undermines even single fact stories published weekend truth r,not_related_or_irrelevant
china covid19 spread ratbat jamaica spread duncebat,not_related_or_irrelevant
putins long war american science decade health disinformation promoted president vladimir putin,other_useful_information
clear shown figure corona virus spread due local transmission rather travel,disease_transmission
virus spread older populations perhaps thanks testing tracing population never hea,disease_transmission
special ccc chaired coas ghq single point agenda covid19 corps comds participated video link,not_related_or_irrelevant
providing domestic abuse services uk helpline 0808 2000 247 open every hour ever,not_related_or_irrelevant
open economy based communities least cases dont people realize open safe community,other_useful_information
halting funding world health organization world health crisis dangerous sounds work,other_useful_information
taiwan accuses downplaying coronavirus toll china via,not_related_or_irrelevant
vegas needs lauded closing early saved many places spread convent,not_related_or_irrelevant
blocked doctors urging border controls stop spread covid19,other_useful_information
ok spread word paypal users dont receive money e,not_related_or_irrelevant
south koreans believe elections essential democracy country sought ways safeguard,not_related_or_irrelevant
occovid19 volunteer donate support neighbors spread kindness covid19,not_related_or_irrelevant
purpose causing panic among migrant workers 1 spread virus rural part health care availabl,other_useful_information
viking ship sails full spread rising sun remind members open sea great advent,not_related_or_irrelevant
testing reveals stunning asymptomatic coronavirus spread among bostons homeless via,disease_transmission
sanitizing shower installed outside police station lima help curb spread coronavirus peru,not_related_or_irrelevant
latest spked dispelling junk science spread antivaping lobbyists amidst covid19 panic w,not_related_or_irrelevant
summer slow spread covid19 scientists try figure,not_related_or_irrelevant
almost 73 74 spread due tablighijamaat superspreader,not_related_or_irrelevant
come labour migrant stories many district free croronav,not_related_or_irrelevant
hve grasp situation prepared preparation doesnt mean spread,not_related_or_irrelevant
hi new low quality picsgifs acc dedicated kim jiwon aka bobby follow rt spread word ht,not_related_or_irrelevant
whoever thought massive car protest political genius lets spread cities states w,not_related_or_irrelevant
governor death peasants noem must rubbing hands chortling glee done h,not_related_or_irrelevant
peremptory commentary religious freedom india enough uscirf spreading misguided reports,not_related_or_irrelevant
spread far wide,not_related_or_irrelevant
oh let try explain better rothkopf go zip code disease,not_related_or_irrelevant
young learned great lessons bf helped since never spread thin,not_related_or_irrelevant
time visit family friends could covidpositive even know stay home prevent,not_related_or_irrelevant
turkey key player fight covid19 taken early measures curb spread distribu,prevention
wonder people know continuing tweet atreply twitter account twitters,not_related_or_irrelevant
would expect spread could directly correlated cuts forest research local aut,not_related_or_irrelevant
hey gonna online streaming party zayn 6pm,not_related_or_irrelevant
us commission religious freedom condemns continued scapegoating attacks muslims india due false rumors,other_useful_information
industry minister interacted captains industry video call minister gave overvie,not_related_or_irrelevant
dont spread pedophilia name love story,not_related_or_irrelevant
justice department lent support mississippi church penalized holding drivein services defiance local,not_related_or_irrelevant
early march public health officials observed exponential spread covid many american cities imposed mitigati,other_useful_information
pmcoronatigerforce careful efforts control spread coronavirus create situatio,prevention
guys please careful fake news spread companies unforgiving youll get sued,not_related_or_irrelevant
fight spread covid19 together sticking basics follow steps protect bt21 c,not_related_or_irrelevant
actually dont anything gloves spread itbut okay,not_related_or_irrelevant
sanctions like medical masks real virus iri tries spread virus removing sanctions,not_related_or_irrelevant
build wall build wall build wall around tru,not_related_or_irrelevant
curve continues rise pakistan world still battling virus relaxing strategies,not_related_or_irrelevant
forward cleared throat another soft blush spread across,not_related_or_irrelevant
bill gates says trumps halt funding dangerous sounds work slowing spread covid19,other_useful_information
brighten day spread inspiration aussiegogetters,not_related_or_irrelevant
youre disgusting mean slowing spread spread said spreadable li,not_related_or_irrelevant
mentality like let us pray virus spread state,not_related_or_irrelevant
spread harmful views,not_related_or_irrelevant
cause yesterday someone tryna spread lies seulrene today theyre booked photoshoot possi,not_related_or_irrelevant
exactly stopping spread continued perpetuate chinas lies,not_related_or_irrelevant
tablogis ones unintentionally spread corona,not_related_or_irrelevant
,not_related_or_irrelevant
muslimtwitter im kidding know im nobody time come revolution gender roles fo,not_related_or_irrelevant
irans regime charge spreading covid virus around globe removing sanctions help spread,prevention
also doesnt bioweapon tend find way back came via viral,not_related_or_irrelevant
okay one maybe mortality rate low,other_useful_information
gvt going force southafrica test covid19insa using test kits might infected covid19,treatment
sony would like encourage everyone wash hands regularly help slow spread covid19,not_related_or_irrelevant
democrats desperate blame president trump theyre defending communist china china l,other_useful_information
dismantle ontmantel de,not_related_or_irrelevant
appears didnt sound crisis alarm soon eno,not_related_or_irrelevant
thats point cant stop everyone part spread,not_related_or_irrelevant
india allow opening industries rural areas april 20 reduce distress caused millions people,prevention
lied entire world covering china researchers told,other_useful_information
yale sarscov2 genome surveillance initiative released weekly update 3 shows preliminary results,other_useful_information
lets spread chaos around,not_related_or_irrelevant
idiotic ending lockdown allow virus spread,not_related_or_irrelevant
look map getting nj lighter lighter less bright orange see slower spread means,not_related_or_irrelevant
taaaanite super senator current super cas jklive corona virus reduce,not_related_or_irrelevant
helped spread chinese communist lies covid19 lecturing people drinking quarantine ht,not_related_or_irrelevant
seyyed javad hosseini imprisoned since nov 2019 peaceful political activities social media regim,not_related_or_irrelevant
use anyone thinks economy important peoples lives reopening economy c,not_related_or_irrelevant
go back work virus continues spread p,not_related_or_irrelevant
well said china knew virus transmitted human human early january kept opposing travel,disease_transmission
dyk lyme disease united states spread deer tick learn lyme disease help protect al,other_useful_information
refugees spread love refugees spread hope refugees spread skills pandemic theyll still helping,not_related_or_irrelevant
may tribe sane people increase exponentially spread effulgence knowled,not_related_or_irrelevant
please spread msg jazakallah,not_related_or_irrelevant
know scarier spread covid spread rate new girls selling arbonne,not_related_or_irrelevant
,not_related_or_irrelevant
looks like sending reporters care homes intentionally spread virus admitted,not_related_or_irrelevant
dint know kind idiots running state di,not_related_or_irrelevant
police definitely bring culprits moradabad front justice blue tick bastards w,not_related_or_irrelevant
spoke director yang jiechi importance china facilitating personal protective equipment export,prevention
blocked doctors urging border controls stop spread covid19 head also head communi,disease_transmission
feeling positive vibes today yesterday weird ready start today low key messed back gardeni,not_related_or_irrelevant
anyone get coronavirus anyone spread vital stay home protect nhs save lives,not_related_or_irrelevant
soldiers deployed beitbridge border post vandals destroyed parts fence fence e,not_related_or_irrelevant
lmaopersons leaving st catherine spread virus even,not_related_or_irrelevant
warm weather makes spread disease impossible countless counterexamples,not_related_or_irrelevant
coronavirus corruption helped spread,not_related_or_irrelevant
supporting chinese poodle tedros rascal facilitated chinesevirus,not_related_or_irrelevant
,not_related_or_irrelevant
gov cuomo little reality check still daytoday basis 2000 people diagnosed co,not_related_or_irrelevant
special message virtualpride saturday 23rd may free rt spread love h,not_related_or_irrelevant
tx gov abbott tx 1 job creator last yr leading gross domestic product texans love workwant work usa needs tx back,not_related_or_irrelevant
spread awareness backgrounds mania,not_related_or_irrelevant
ill giving special drawdown webinar earth day drawdown 101 science climate solutions april 22 900,not_related_or_irrelevant
lets spread picture around twitter really pissing haters welcome back,not_related_or_irrelevant
tests conducted sites free one asks insurance sends bill bel,other_useful_information
explained world scenario spread acrossnow u accept blin,not_related_or_irrelevant
yes lockdown alone stop pandamic partial lockdown wil,other_useful_information
listen love sports much next person speculation start dates fuckin stupid stop,not_related_or_irrelevant
spread inevitable wont last virus cowering answer focus therapeutics l,treatment
even tablighi markaz thousands tablighi muslims spread corona virus across india deliberate plann,disease_transmission
tomorrow voting resolution eu coordinated action combat covid19 consequences things,not_related_or_irrelevant
imp india hits says peremptory commentary religious freedom india eno,not_related_or_irrelevant
gathered without luggage delhi saw everyone luggage dont seen,not_related_or_irrelevant
please get salms partners meat factory denmark wi employees test positive covid19 3 day shut,other_useful_information
unless test able assess true situation coronavirus spread india __,other_useful_information
wrong know spread early february one clue janua,not_related_or_irrelevant
past life monster become teacher exwife fell ill pause studying mo,not_related_or_irrelevant
happy world art day dear artists skians spread love nd positive vibes ur art towards,not_related_or_irrelevant
chinese government responsible guilty whole covid19 problem spread around world,other_useful_information
im democratic socialist running congress never sell vs opponent rent control vs,not_related_or_irrelevant
2017 mitch mcconnell tried defund critical cdc program aimed detecting curbing spread infectious diseas,other_useful_information
come china town spread virus well well blame trump,not_related_or_irrelevant
coronavirus municipality worker feeds street cats sultanahmet square spread coronavirus continues istanb,not_related_or_irrelevant
reach many people need coronavirus help possible weve launched network seeking community,not_related_or_irrelevant
covid19 wh briefing potus halts funding pending review president called role mismanaging,other_useful_information
hey whats penalize investigate later trump said halting funding,not_related_or_irrelevant
despite images prove people ecuador dying abandonment indignity minister romo says,not_related_or_irrelevant
pandemic like restrictions necessary go ahead talk fr,not_related_or_irrelevant
may trying contain spread however stay home,disease_transmission
suffering domestic abuse youarenotalone nominate,not_related_or_irrelevant
although journey tour paused limit spread covid19 still learn take part progr,not_related_or_irrelevant
kids shd aware whats happening around explain covid19 inceptionrapid spreadcontainment role govtfron,disease_transmission
warning present leadership criminal accomplice production,not_related_or_irrelevant
upcoming daily coronavirus briefing reporting 13 new deaths since yesterday totaling 118 horn,deaths_reports
latest rmhawaii member tweets coronavirus covid19,not_related_or_irrelevant
false prophets tell people want hear need hear coronavirusliar coronavi,not_related_or_irrelevant
wrote hidden toll coronavirus pandemic essay since behind paywall ill summariz,not_related_or_irrelevant
pres xi chinese communist party ccp arent representing 14b oppressed chinese people theyre fr,not_related_or_irrelevant
burning veeana incense sticks reduces stress purifiers surrounding air also stimulates positivit,not_related_or_irrelevant
coronavirus infects new york boy 4 inoperable braintumor,not_related_or_irrelevant
google says waive fees publishers using ad manager platform next five months part,not_related_or_irrelevant
lets keep simple whos judgement trust coronavirus please rt piersmorganisawanker,not_related_or_irrelevant
face masks really protect coronavirus take look science reply stop,prevention
many schools closed coronavirus still kids learning outside classroom rethink,not_related_or_irrelevant
social distancing measures used excuse crack ongoing protest movement hkfps,prevention
chicago mayor wants data african americans coronavirus attn lori lightfoot african americans chicago di,other_useful_information
parmigianoreggiano makers continuing craft center italys coronavirus crisis,not_related_or_irrelevant
latest news brief april 17 2020 iran coronavirus update 30700 deaths april 17 2020 coronavirus outbreak,deaths_reports
let perfectly clear social distancing westminster bridge elsewhere uk toryshambles coronavir,not_related_or_irrelevant
reaction stanford antibody test shows coronavirus lethal feared thats lo,other_useful_information
uk one top 10 richest nations world reassurances enough ppe matching,not_related_or_irrelevant
lovely message poland thanking india contribution prevent spread global covid19 pandemic polish amb,prevention
44 people died today republic ireland due coronavirus r p total date 530,not_related_or_irrelevant
seems sheer embarrassment issuing preposterously bad projections cdc counting probable c,not_related_or_irrelevant
exactly coronavirus,not_related_or_irrelevant
house democrats considering coronavirus legislation pays states let criminals prison,not_related_or_irrelevant
food america crazy since coronavirus struck heres 411 people state hav,not_related_or_irrelevant
rt holy moly massive antigovernment protests paris france today defying coronavirus lockdown,not_related_or_irrelevant
epidemiologist warns trump lies crisis close trumpcrimesyndicat,not_related_or_irrelevant
govt still insists guided science science justification lockdown continues fail basic l,other_useful_information
ever every mind matters extra support help deal stress boost mood help fe,not_related_or_irrelevant
pm putting hands biggest mafias pakistan believe use coronavirus exc,not_related_or_irrelevant
early talking vaccine doesnt exist vallancedailybriefing coronavirus,not_related_or_irrelevant
pic taken today could go jail dc mayors stay home order coronavirus,not_related_or_irrelevant
th uk leave eu end year order able respond coronavirus crisis could,not_related_or_irrelevant
pakistan throw back indian side pretending conspiracy theory allow,not_related_or_irrelevant
communist china lying us start response coronavirus confirmed th,other_useful_information
due covid19 aka coronavirus ill sending first 700 people like retweet 300 2200 cashapp,not_related_or_irrelevant
take bets day justin trudeau ministers become government earth hasnt spoken hone,not_related_or_irrelevant
socalled car rally state house friday calling governor gina raimondo release inmates,not_related_or_irrelevant
coronavirus good reason release criminals back society,not_related_or_irrelevant
dont know im beginning think boris shake hand johnsons special coronavirus lockdown,not_related_or_irrelevant
voter fraud risk finds nearly 1 million inactive names voting rolls north carolina alone doj tells co,deaths_reports
44 people died coronavirus ireland bringing total 530 coronavirusireland,not_related_or_irrelevant
covid19 italy spain passed peaks coronavirus pandemic high numbers daily new,other_useful_information
drawing science background chancellor merkel explains even slight increase coronavirus infection rates co,other_useful_information
getting released custody primary goal illegal aliens deportation proceedings never appear,not_related_or_irrelevant
china infected world coronavirus covid19 see blacks china allowing th,deaths_reports
amazing personality sir yashpal sharma ji besafe coronavirus staypositive_staysafe lockdown,not_related_or_irrelevant
breaking new york governor andrew cuomo says 630 coronavirus deaths state said number,deaths_reports
true warrior sweeps enemy feet battle field coronawarriors serving strength sed,not_related_or_irrelevant
antimalarial treatment hydroxychloroquine benefit covid19 patients french researchers find well,treatment
one men sued nhs 2m raised 10m donate nhs one men sir,not_related_or_irrelevant
white pro life circle listen say reopening schools appetizing opportunity,not_related_or_irrelevant
andhra pradesh exhibited downturn growth rate coronavirus cases indicating successful lockdown,affected_people
encouraging americans ignore physicaldistancing measures would put lives ris,not_related_or_irrelevant
apparently pocket bill gates agenda also population control abortion,not_related_or_irrelevant
president trumps decision eliminate travel china incredibly positive lifesaving decision much mo,not_related_or_irrelevant
due covid19 aka coronavirus ill sending first 400 people like retweet 500 1500 cashapp ap,not_related_or_irrelevant
expanding coronavirus testing allow even frontline workers tested symptoms follows,disease_signs_or_symptoms
ivanka trump telling people important stayhome takes bedminster hypocritical,not_related_or_irrelevant
wait long enough conspiracy theory becomes conspiracy fact quote south china university technology repor,other_useful_information
texas tamales coronavirus real strong constitutions eating back car giant b,not_related_or_irrelevant
egypt reports 171 new coronavirus cases 9 new deaths raising countrys total 2844 cases 205 deaths 6,affected_people
uk coronavirus deaths surge 847 fatalities recorded past 24hrs total 14576 doesnt include th,deaths_reports
whats happening point exactly end world blog back inthistogether covid19 coronavirus riseu,not_related_or_irrelevant
absurd thing criticism coming ardent brexiters wrongly think media scrutiny govt r,not_related_or_irrelevant
132 vessels used floatingstorage oil 16 apr 2020 breakdown per vessel type 75 802,not_related_or_irrelevant
imagine became commonplace use probable standard listing cause death diseases many people,other_useful_information
absolutely unacceptable put health social care staff risk way matt hancock confirmed,prevention
honored partner fight covid19 southeast asia coronavirus covid,not_related_or_irrelevant
coming power liberals cut spending health security public health agency 20 milli,other_useful_information
latest coronavirus outbreak us state newyork according gov andrew cuomo fri 12822 total deaths stat,other_useful_information
amazing gonna die stupidity covid stay tf inside constitutional rights havin,not_related_or_irrelevant
economic crisis symptom underlying disease crisis dont cure disease treating symptoms,other_useful_information
chinas q1 gdp falls 68 yy weakest since least 1992 coronavirus cripples economy us oil futures hit 18yea,not_related_or_irrelevant
fm eriksensoreide fm madagascar spoke today impacts covid19 agreed pande,not_related_or_irrelevant
worlds major economies paused debt repayments poorest countries means vulnerable nations focus,other_useful_information
find answers questions economic impact payments stimulus checks official irs coron,other_useful_information
get creative juices flowing send us entries contest unlockpositivity unlock,not_related_or_irrelevant
crescent star plane seen somalia turkish air force cargo plane carrying medical supplies landed,disease_transmission
commander general oshaughnessy gave update today waroncovi,not_related_or_irrelevant
stand kill neighbors grandparents protest separate event asking,not_related_or_irrelevant
current status watching coronavirus briefing thank much lady gaga,not_related_or_irrelevant
nhs staff asked treat coronavirus patients without gowns ladies gentlemen great britain,treatment
allen daviau fivetime oscarnominated cinematographer worked steven spielbergs et extraterrestrial em,not_related_or_irrelevant
covid19 coronavirus covid truckdrivers something fun see,not_related_or_irrelevant
appeals donation procure cotton masks personal protective equipment ppe sanitisers,not_related_or_irrelevant
join fight covid19 allkeyshop team allunitedagainstcov,not_related_or_irrelevant
know coronavirus attacks time required recovery coronavirus covid19,not_related_or_irrelevant
never watch could could ever trust judgment downplaying covid19,not_related_or_irrelevant
yesterday launched libertyinvestigates investigative journalism unit today look disabilityright,not_related_or_irrelevant
trump fire cdc peter navarro coronavirus task force leader faulty projections cuomo also blasts tr,not_related_or_irrelevant
would ever thought would going covid19 coronavirus,not_related_or_irrelevant
donna warren get straight new official story bio lab located wuhan china 666 goaxin road,not_related_or_irrelevant
coronavirus way save people change iran regime supported pleas,not_related_or_irrelevant
guy senior associate editor wishing coronavirus ultimately death mi,not_related_or_irrelevant
best way reduce death count coronavirus close abortion mills,not_related_or_irrelevant
trump chinas coronavirus death counts far higher us even close via,deaths_reports
former neonazi discovered jewish roots converted judaism message using th,other_useful_information
white house gives elective procedures green light medtech meddevice coronavirus,not_related_or_irrelevant
may ask benefit canada funding facility looks like accidentally released virus ha,not_related_or_irrelevant
explain coronavirus children,not_related_or_irrelevant
igbo community kano donated items worth 5 million naira kano state government coronavirus relief,not_related_or_irrelevant
governors mayors arrest desperate americans food bank lines arent wearing masks arent social distanci,not_related_or_irrelevant
since administration big overlooking past sins suggest plumpeo focus getting people tested inst,not_related_or_irrelevant
help us keep business afloat purchasing vouchers via help us remain cash flow positive,not_related_or_irrelevant
good morning lovely guys note retweet sexy new dress coronavirus stay away,not_related_or_irrelevant
social distance 6 feet thanks tshirt coronavirus pandemic shirtofthetimes covid19 politec,not_related_or_irrelevant
chance winning lawsuit attorneygeneral christianpersecution christianity coronavirus departmen,not_related_or_irrelevant
bus passengers london pay travel board middle door new measures coron,other_useful_information
less three weeks since work started nhs nightingale hospital north west officially opens today manchester cen,not_related_or_irrelevant
coronavirus 10 times deadly 2009 swineflu pandemic worldhealthorganization,other_useful_information
scientists said lock uk politicians refused listen 11 fateful days march government ignored,not_related_or_irrelevant
30 hkpolice today surrounded arrested hker tried put caricature xijinping coronavirus h,not_related_or_irrelevant
almost 1000 positive cases navajo nation president jonathan nez live covid19 town hall,affected_people
ahmadi muslim girls cardiff made posters drawings show love support frontline nhs staff key wor,not_related_or_irrelevant
surrendering civil rights freedom constitutional rights scientists coronavirus negative con,not_related_or_irrelevant
expecting major global recession due coronavirus pandemic worldbank friday said estimat,other_useful_information
elderly people actually survive brutal malthusian cull hope remember govt overseeing c,not_related_or_irrelevant
british government said 21 new research projects would get funding 14 million investment pool rapidly progre,other_useful_information
2800 dead per day coronavirus enough wants riots str,not_related_or_irrelevant
motherinlaw immigrant peru working hospital cleaner near center coronavirus crisis westche,not_related_or_irrelevant
disappointed lifetime emotionally distant hasnt prepared social distancing lifes f,not_related_or_irrelevant
